committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
COLORADANS FOR ACCOUNTABLE GOVERNMENT,Independent Expenditure Committee,1800.0,2025-04-14 00:00:00,Strategic Compliance Llc,Denver,CO,80205,Consultant & Professional Services,
COLORADANS FOR ACCOUNTABLE GOVERNMENT,Independent Expenditure Committee,2050.0,2025-04-14 00:00:00,Ringside Consulting Llc,Denver,CO,80212,Consultant & Professional Services,
COLORADANS FOR ACCOUNTABLE GOVERNMENT,Independent Expenditure Committee,7500.0,2025-04-14 00:00:00,Timor Strategies,Denver,CO,80227,Consultant & Professional Services,
COLORADANS FOR ACCOUNTABLE GOVERNMENT,Independent Expenditure Committee,12.0,2025-04-14 00:00:00,,,,,Bank Fees,
SENATE MAJORITY FUND,527 Political Organization,-15474.99,2025-04-15 00:00:00,Senate Majority Fund,Denver,CO,80205,Returned Expenditure,Return Of Contribution
COLORADO EDUCATION ASSOCIATION VICTORY FUND,Independent Expenditure Committee,275.0,2025-04-16 00:00:00,Colorado Secretary Of State,Denver,CO,80290,Other,Penalty Fee
EL PASO COUNTY REPUBLICAN STRATEGY FORUM,527 Political Organization,107.94,2025-04-16 00:00:00,El Paso County Republican Strategy Forum,Colorado Springs,CO,80907,Consultant & Professional Services,Website Renewal
PROTECT OUR VOTE,Independent Expenditure Committee,19.91,2025-04-20 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
ALL TOGETHER COLORADO,Independent Expenditure Committee,174.53,2025-04-21 00:00:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,
NEW DAY COLORADO FUND,527 Political Organization,1.0,2025-04-21 00:00:00,Anedot,New Orleans,CO,70117,Bank Fees,
COLORADO EDUCATION ASSOCIATION VICTORY FUND,Independent Expenditure Committee,25.0,2025-04-23 00:00:00,Colorado Secretary Of State,Denver,CO,80290,Other,Periodic Fee
COLORADO WAY FORWARD,527 Political Organization,25.0,2025-04-23 00:00:00,Colorado Secretary Of State,Denver,CO,80290,Other,Periodic Fee
RED MAJORITY COLORADO,Independent Expenditure Committee,1.0,2025-04-23 00:00:00,"Anedot, Inc",New Orleans,LA,70112,Fundraising Expenses,
BRIGHTER COLORADO FUTURES 527,527 Political Organization,25.0,2025-04-24 00:00:00,Colorado Secretary Of State,Denver,CO,80290,Other,Filing Fee
COLORADO ADVOCATES FOR CHANGE,Independent Expenditure Committee,0.9,2025-04-24 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
MOUNTAIN VIEW PROFESSIONAL FIRE FIGHTERS LOCAL 3214 POLITICAL ACTION COMMITTEE,Independent Expenditure Committee,5000.0,2025-04-24 00:00:00,Stackadapt Inc,Toronto,ON,M5J 2J1,Consultant & Professional Services,Stack Adapt Political Ads Digital Media
NOCO REBOOT,Independent Expenditure Committee,400.0,2025-04-24 00:00:00,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
SENATE MAJORITY FUND,527 Political Organization,8112.64,2025-04-25 00:00:00,Westbrooke Group,Denver,CO,80206,Consultant & Professional Services,
SENATE MAJORITY FUND,527 Political Organization,6000.0,2025-04-25 00:00:00,Cole Communications,Colorado Springs,CO,80903,Consultant & Professional Services,
SENATE MAJORITY FUND,527 Political Organization,2400.0,2025-04-25 00:00:00,Zakhem Law,Denver,CO,80201,Consultant & Professional Services,
MOUNTAIN VIEW PROFESSIONAL FIRE FIGHTERS LOCAL 3214 POLITICAL ACTION COMMITTEE,Independent Expenditure Committee,10883.24,2025-04-26 00:00:00,C&D Printing Ñ A Br Company,Denver,CO,80229,Consultant & Professional Services,Br Printing Mailers And Door Hangers Invoice 79982 And 79979
PROTECT OUR VOTE,Independent Expenditure Committee,14.15,2025-04-27 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
ALL TOGETHER COLORADO,Independent Expenditure Committee,41.27,2025-04-28 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
COLORADO EDUCATION ASSOCIATION VICTORY FUND,Independent Expenditure Committee,67.0,2025-04-28 00:00:00,1St Bank,Denver,CO,80206,Bank Fees,
COLORADO LABOR ACTION,Independent Expenditure Committee,21.79,2025-04-28 00:00:00,Phantom Canyon Brew,Colorado Springs,CO,80903,"Food, Beverages and Meals",
COLORADO WAY FORWARD,Independent Expenditure Committee,5000.0,2025-04-29 00:00:00,5280 Development,Denver,CO,80206,Consultant & Professional Services,
EL PASO COUNTY REPUBLICAN STRATEGY FORUM,527 Political Organization,225.0,2025-04-29 00:00:00,El Paso County Republican Strategy Forum,Colorado Springs,CO,80907,Contributions,Donation To Tina Peters
FOUNDERS PAC,Independent Expenditure Committee,25.0,2025-04-29 00:00:00,Squarspace,New York,NY,10014,Advertising,Website Hosting
FRIENDS FOR THE FUTURE (F3),527 Political Organization,0.7,2025-04-29 00:00:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Ortman)
FUND FOR COLORADOíS ENERGY FUTURE,527 Political Organization,250.0,2025-04-29 00:00:00,Sundberg For Aurora Ward Ii,,CO,,Contributions,
ALL TOGETHER COLORADO,527 Political Organization,2.0,2025-04-30 00:00:00,,,,,Bank Fees,
ALL TOGETHER COLORADO,Independent Expenditure Committee,6.0,2025-04-30 00:00:00,,,,,Bank Fees,
BALANCING THE ROCKIES,Independent Expenditure Committee,2.0,2025-04-30 00:00:00,Independent Financial,Greenwood Village,CO,80111,Bank Fees,Bank Fee
BLUEFLOWER ACTION,Independent Expenditure Committee,2.0,2025-04-30 00:00:00,,,,,Bank Fees,
CENTENNIAL VALUES,Independent Expenditure Committee,10.0,2025-04-30 00:00:00,"Wells Fargo Bank, N.A.",Portland,OR,97228,Bank Fees,Monthly Bank Fee
COLORADANS CREATING OPPORTUNITIES,Independent Expenditure Committee,2.0,2025-04-30 00:00:00,,,,,Bank Fees,
COLORADANS FOR COLORADO VALUES,Independent Expenditure Committee,2.0,2025-04-30 00:00:00,,,,,Bank Fees,
COLORADANS FOR CONSERVATIVE LEADERSHIP,Independent Expenditure Committee,12.0,2025-04-30 00:00:00,First Bank,Denver,CO,80203,Bank Fees,
COLORADO ADVOCATES FOR CHANGE,Independent Expenditure Committee,2.0,2025-04-30 00:00:00,Firstbank,Denver,CO,80218,Bank Fees,
COLORADO DEMOCRACY PROJECT,Independent Expenditure Committee,10.0,2025-04-30 00:00:00,"Wells Fargo Bank, N.A.",Portland,OR,97228,Bank Fees,Monthly Bank Fee
COLORADO LABOR ACTION,Independent Expenditure Committee,4.0,2025-04-30 00:00:00,,,,,Bank Fees,
COLORADO WAY FORWARD,527 Political Organization,2.0,2025-04-30 00:00:00,,,,,Bank Fees,
COLORADO WAY FORWARD,Independent Expenditure Committee,4.0,2025-04-30 00:00:00,,,,,Bank Fees,
FOUNDERS PAC,Independent Expenditure Committee,731.0,2025-04-30 00:00:00,Letters Plus,Centennial,CO,80112,Advertising,Printing And Postage Of Post Card
JUSTICE FOR JASON,Independent Expenditure Committee,2.0,2025-04-30 00:00:00,Firstbank,Arvada,CO,80006,Bank Fees,
KEEP COLORADO COUNTIES SAFE,Independent Expenditure Committee,2.0,2025-04-30 00:00:00,First Bank,Littleton,CO,80128,Bank Fees,Bank Fee
NEW COLORADO PROMISE,Independent Expenditure Committee,5.0,2025-04-30 00:00:00,,,,,Bank Fees,Bank Fee
PLANNED PARENTHOOD VOTES COLORADO INDEPENDENT EXPENDITURE COMMITTEE,Independent Expenditure Committee,2.0,2025-04-30 00:00:00,,,,,Bank Fees,Bank Fees
RED MAJORITY COLORADO,Independent Expenditure Committee,15.0,2025-04-30 00:00:00,Jpmorgan Chase Bank,Denver,CO,80218,Bank Fees,
VOTERS FOR COLORADO'S FUTURE,Independent Expenditure Committee,10.0,2025-04-30 00:00:00,"Wells Fargo Bank, N.A.",Portland,OR,97228,Bank Fees,Monthly Bank Fee
ALL TOGETHER COLORADO,Independent Expenditure Committee,8500.0,2025-05-01 00:00:00,Blue Mountain Strategies,Denver,CO,80223,Consultant & Professional Services,
ALL TOGETHER COLORADO,Independent Expenditure Committee,3000.0,2025-05-01 00:00:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
ALL TOGETHER COLORADO,Independent Expenditure Committee,6000.0,2025-05-01 00:00:00,Mountaintop Strategies,Thornton,CO,80229,Consultant & Professional Services,
COLORADANS CREATING OPPORTUNITIES,Independent Expenditure Committee,500.0,2025-05-01 00:00:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
COLORADO HEALTH FREEDOM PAC,Independent Expenditure Committee,1.9,2025-05-01 00:00:00,,,,,Bank Fees,Fees Taken Out Of Contributions That Were Donated-Anedot
COLORADO HEALTH FREEDOM PAC,Independent Expenditure Committee,-1.9,2025-05-01 00:00:00,,,,,Bank Fees,Offset Due To Update Of Filed Item - Fees Taken Out Of Contributions That Were Donated-Anedot
COLORADO HEALTH FREEDOM PAC,Independent Expenditure Committee,1.9,2025-05-01 00:00:00,,,,,Bank Fees,Fees Taken Out Of Contributions That Were Donated-Anedot
COLORADO LABOR ACTION,Independent Expenditure Committee,250.0,2025-05-01 00:00:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
COLORADO WAY FORWARD,Independent Expenditure Committee,3000.0,2025-05-01 00:00:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
FOUNDERS PAC,Independent Expenditure Committee,210.0,2025-05-01 00:00:00,303 Creative,Littleton,CO,80127,Advertising,Support Of Water District And Metro District Candidates
NEW DAY COLORADO FUND,527 Political Organization,75.0,2025-05-01 00:00:00,Charity Meinhart Design,Grand Junction,CO,81506,Consultant & Professional Services,
ALL TOGETHER COLORADO,527 Political Organization,551.25,2025-05-02 00:00:00,Ngp,Washington,DC,20005,Office Equipment & Supplies,
COLORADO HEALTH FREEDOM PAC,Independent Expenditure Committee,0.7,2025-05-02 00:00:00,,,,,Bank Fees,Fees Taken Out Of Contributions That Were Donated-Anedot
JUSTICE FOR JASON,Independent Expenditure Committee,150.0,2025-05-02 00:00:00,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
NEW DAY COLORADO FUND,527 Political Organization,4142.75,2025-05-02 00:00:00,Ringside Consulting,Denver,CO,80212,Consultant & Professional Services,
NEW DAY COLORADO FUND,527 Political Organization,1000.0,2025-05-02 00:00:00,Sws Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
PLANNED PARENTHOOD VOTES COLORADO INDEPENDENT EXPENDITURE COMMITTEE,Independent Expenditure Committee,5.0,2025-05-02 00:00:00,,,,,Bank Fees,Credit Card Processing Fees
PROTECT OUR VOTE,Independent Expenditure Committee,18.39,2025-05-04 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
ALL TOGETHER COLORADO,Independent Expenditure Committee,213.75,2025-05-05 00:00:00,Deluxe,Shoreview,MN,55126,Office Equipment & Supplies,
FOUNDERS PAC,Independent Expenditure Committee,1047.99,2025-05-05 00:00:00,Letters Plus,Centenial,CO,80112,Advertising,Printing And Postage In Support Of Candidates For Highlands Ranch Metro And Water Districts
PLANNED PARENTHOOD VOTES COLORADO INDEPENDENT EXPENDITURE COMMITTEE,Independent Expenditure Committee,0.41,2025-05-05 00:00:00,,,,,Bank Fees,Credit Card Processing Fees
ROCKY MOUNTAIN WAY,Independent Expenditure Committee,1299.0,2025-05-05 00:00:00,Ngp Van,Austin,TX,78759,Other,Subscription
FOUNDERS PAC,Independent Expenditure Committee,299.63,2025-05-06 00:00:00,Ring Digital,Powell,OH,43065,Advertising,"Texting In Support Of Rita Salcedo, Carolyn Schwaholz And Michael Davis For Highlands Ranch Metro District, And Martin Claus And Tammy Essmeier For Highlands Ranch Water District."
FRIENDS FOR THE FUTURE (F3),527 Political Organization,0.7,2025-05-06 00:00:00,Anedot Inc,New Orleans,LA,70112,Bank Fees,Anedot (Sielaff)
COLORADO HEALTH FREEDOM PAC,Independent Expenditure Committee,2.0,2025-05-08 00:00:00,Firstbank,Castle Rock,CO,80104,Bank Fees,Fees For Firstbank Credit/Debit Card
NEW DAY COLORADO FUND,527 Political Organization,0.5,2025-05-08 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
SENATE MAJORITY FUND,527 Political Organization,60.73,2025-05-08 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
SPIRIT OF THE WEST IEC,Independent Expenditure Committee,4.3,2025-05-10 00:00:00,Anedot Inc.,New Orleans,LA,70112,Fundraising Expenses,Anedot Fee
NEW DAY COLORADO FUND,527 Political Organization,40.3,2025-05-11 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
PROTECT OUR VOTE,Independent Expenditure Committee,2.18,2025-05-11 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
COLORADO HOSPITALS ACTION FUND,Independent Expenditure Committee,148.81,2025-05-12 00:00:00,,,,,Bank Fees,May Bank Fees
KEEP COLORADO COUNTIES SAFE,Independent Expenditure Committee,294.0,2025-05-12 00:00:00,Ups,Littleton,CO,80120,Other,Usps Mail Service
NEW DAY COLORADO FUND,527 Political Organization,4.3,2025-05-12 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
ROCKY MOUNTAIN WAY,Independent Expenditure Committee,5000.0,2025-05-12 00:00:00,Give Wise Co,Idaho Springs,CO,80452,Fundraising Expenses,Fundraising Consulting
SENATE MAJORITY FUND,527 Political Organization,783.5,2025-05-12 00:00:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,
COLORADANS FOR HOUSING AFFORDABILITY,Independent Expenditure Committee,820.0,2025-05-13 00:00:00,Recht Kornfeld Pc,Denver,CO,80202,Consultant & Professional Services,
SENATE MAJORITY FUND,527 Political Organization,4643.0,2025-05-13 00:00:00,Westbrooke Group,Denver,CO,80206,Consultant & Professional Services,
SENATE MAJORITY FUND,527 Political Organization,6000.0,2025-05-13 00:00:00,Cole Communications,Colorado Springs,CO,80903,Consultant & Professional Services,
COLORADANS CREATING OPPORTUNITIES,Independent Expenditure Committee,17800.0,2025-05-14 00:00:00,Irn,Denver,CO,80201,Other,Research
COLORADO CONSTRUCTION INDUSTRY COALITION - 527 (CCIC - 527),527 Political Organization,15000.0,2025-05-14 00:00:00,76 Group,Denver,CO,80231,Consultant & Professional Services,Professional Services
FOUNDERS PAC,Independent Expenditure Committee,210.0,2025-05-14 00:00:00,303 Creative,Littleton,CO,80127,Consultant & Professional Services,Post Card And Website Creative
FOUNDERS PAC,Independent Expenditure Committee,20.0,2025-05-14 00:00:00,Squarspace,New York,NY,10014,Advertising,Website Hosting
A WHOLE LOT OF PEOPLE FOR CHANGE,Independent Expenditure Committee,70.32,2025-05-15 00:00:00,One4Four Llc,Denver,CO,80203,Consultant & Professional Services,Website
COLORADO LABOR ACTION,Independent Expenditure Committee,252.54,2025-05-15 00:00:00,Illegal Petes,Denver,CO,80206,Other,Event
COLORADO STRONG,Independent Expenditure Committee,1000.0,2025-05-15 00:00:00,"Patriot Pathways, Llc",Lakewood,CO,80227,Consultant & Professional Services,"Admin, Management, And Filing Expense"
NEW DAY COLORADO FUND,527 Political Organization,20.3,2025-05-15 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
CENTENNIAL VALUES,Independent Expenditure Committee,250.0,2025-05-16 00:00:00,"Polestar, Inc.",Denver,CO,80202,Consultant & Professional Services,Monthly Consulting Fee
COLORADO DEMOCRACY PROJECT,Independent Expenditure Committee,250.0,2025-05-16 00:00:00,"Polestar, Inc.",Denver,CO,80202,Consultant & Professional Services,Monthly Consulting Fee
MONTROSE REPUBLICAN WOMEN,527 Political Organization,32.56,2025-05-16 00:00:00,Cherie  Whiteford,Montrose,CO,81401,Miscellaneous,Reimbursement For Medals
NEW DAY COLORADO FUND,527 Political Organization,1.1,2025-05-16 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
VOTERS FOR COLORADO'S FUTURE,Independent Expenditure Committee,250.0,2025-05-16 00:00:00,"Polestar, Inc.",Denver,CO,80203,Consultant & Professional Services,Monthly Consulting Fee
PROTECT OUR VOTE,Independent Expenditure Committee,2.38,2025-05-18 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
NEW DAY COLORADO FUND,527 Political Organization,20.3,2025-05-19 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
ROCKY MOUNTAIN WAY,Independent Expenditure Committee,8509.68,2025-05-19 00:00:00,Mba Consulting Group Inc.,Washington,DC,20003,Consultant & Professional Services,Compliance Services
ALL TOGETHER COLORADO,Independent Expenditure Committee,95.88,2025-05-20 00:00:00,El Mirador,Northglenn,CO,80234,"Food, Beverages and Meals",
COLORADO WAY FORWARD,Independent Expenditure Committee,625.0,2025-05-20 00:00:00,Carboy,Denver,CO,80203,Other,Event
NEW DAY COLORADO FUND,527 Political Organization,10.8,2025-05-20 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
NEW DAY COLORADO FUND,527 Political Organization,50.6,2025-05-21 00:00:00,Anedot,New Orleans,CO,70117,Bank Fees,
NEW DAY COLORADO FUND,527 Political Organization,120.9,2025-05-23 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
ROCKY MOUNTAIN WAY,Independent Expenditure Committee,7500.0,2025-05-23 00:00:00,Intersection Advocacy,Washington,DC,20001,Consultant & Professional Services,Management Consulting
COLORADO ADVOCATES FOR CHANGE,Independent Expenditure Committee,0.9,2025-05-24 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
NEW COLORADO PROMISE,Independent Expenditure Committee,500.0,2025-05-25 00:00:00,Corinne  Foster,Littleton,CO,80120,Consultant & Professional Services,Digital Consulting
PROTECT OUR VOTE,Independent Expenditure Committee,8.4,2025-05-25 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
ALL TOGETHER COLORADO,Independent Expenditure Committee,41.27,2025-05-27 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
COLORADO WAY FORWARD,Independent Expenditure Committee,5000.0,2025-05-27 00:00:00,5280 Development,Denver,CO,80206,Consultant & Professional Services,
CONSERVATION COLORADO VICTORY FUND,Independent Expenditure Committee,200.85,2025-05-27 00:00:00,Nikki N Riedt,Denver,CO,80212,Other,990 Filing Fee
NEW DAY COLORADO FUND,527 Political Organization,10.3,2025-05-27 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
ROCKY MOUNTAIN WAY,Independent Expenditure Committee,527.0,2025-05-27 00:00:00,Ct Corporation,Carol Stream,IL,60197,Consultant & Professional Services,Administrative Services
ALL TOGETHER COLORADO,527 Political Organization,1100.0,2025-05-28 00:00:00,Rita Kay Gilbert Pc,Lakewood,CO,80227,Consultant & Professional Services,
BLUEFLOWER ACTION,Independent Expenditure Committee,800.0,2025-05-28 00:00:00,Rita K Gilbert Pc,Lakewood,CO,80227,Consultant & Professional Services,
COLORADANS CREATING OPPORTUNITIES,Independent Expenditure Committee,800.0,2025-05-28 00:00:00,Rita K Gilbert Pc,Lakewood,CO,80227,Consultant & Professional Services,
COLORADO BEVERAGE ASSOCIATION 527,527 Political Organization,327.0,2025-05-28 00:00:00,West Group,Denver,CO,80111,Consultant & Professional Services,Legal Services
NEW DAY COLORADO FUND,527 Political Organization,98.6,2025-05-28 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
RED MAJORITY COLORADO,Independent Expenditure Committee,0.5,2025-05-28 00:00:00,"Anedot, Inc",New Orleans,LA,70112,Fundraising Expenses,
ALL TOGETHER COLORADO,527 Political Organization,3000.0,2025-05-29 00:00:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
BLUEFLOWER ACTION,Independent Expenditure Committee,0.4,2025-05-29 00:00:00,,,,,Bank Fees,
COLORADANS CREATING OPPORTUNITIES,Independent Expenditure Committee,500.0,2025-05-29 00:00:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
COLORADO LABOR ACTION,Independent Expenditure Committee,250.0,2025-05-29 00:00:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
COLORADO WAY FORWARD,527 Political Organization,3000.0,2025-05-29 00:00:00,Scarlett Greene,Denver,CO,80206,Consultant & Professional Services,
FRIENDS FOR THE FUTURE (F3),527 Political Organization,0.7,2025-05-29 00:00:00,Anedot Inc,New Orleans,LA,70112,Advertising,Anedot (Ortman)
ROCKY MOUNTAIN WAY,Independent Expenditure Committee,125.0,2025-05-29 00:00:00,Amalgamated Bank,Washington,DC,20006,Bank Fees,Bank Fee
ROCKY MOUNTAIN WAY,Independent Expenditure Committee,10000.0,2025-05-29 00:00:00,Give Wise Co,Idaho Springs,CO,80452,Fundraising Expenses,Fundraising Consulting
4TH QUARTER IEC,Independent Expenditure Committee,10.0,2025-05-30 00:00:00,Firstbank North,Brighton,CO,80601,Bank Fees,
ALL TOGETHER COLORADO,527 Political Organization,2.0,2025-05-30 00:00:00,,,,,Bank Fees,
ALL TOGETHER COLORADO,Independent Expenditure Committee,8500.0,2025-05-30 00:00:00,Blue Mountain Strategies,Denver,CO,80223,Consultant & Professional Services,
ALL TOGETHER COLORADO,Independent Expenditure Committee,6.0,2025-05-30 00:00:00,,,,,Bank Fees,
BALANCING THE ROCKIES,Independent Expenditure Committee,2.0,2025-05-30 00:00:00,Independent Financial,Greenwood Village,CO,80111,Bank Fees,Bank Fee
BLUEFLOWER ACTION,Independent Expenditure Committee,2.0,2025-05-30 00:00:00,,,,,Bank Fees,
BRIGHTER COLORADO FUTURES 527,527 Political Organization,2.0,2025-05-30 00:00:00,,,,,Bank Fees,
COLORADANS CREATING OPPORTUNITIES,Independent Expenditure Committee,17.0,2025-05-30 00:00:00,,,,,Bank Fees,
COLORADANS FOR COLORADO VALUES,Independent Expenditure Committee,2.0,2025-05-30 00:00:00,,,,,Bank Fees,
COLORADANS FOR CONSERVATIVE LEADERSHIP,Independent Expenditure Committee,12.0,2025-05-30 00:00:00,First Bank,Denver,CO,80203,Bank Fees,
COLORADO ADVOCATES FOR CHANGE,Independent Expenditure Committee,2.0,2025-05-30 00:00:00,Firstbank,Denver,CO,80218,Bank Fees,
COLORADO EDUCATION ASSOCIATION VICTORY FUND,Independent Expenditure Committee,2.0,2025-05-30 00:00:00,,,,,Bank Fees,
COLORADO LABOR ACTION,Independent Expenditure Committee,4.0,2025-05-30 00:00:00,,,,,Bank Fees,
COLORADO WAY FORWARD,527 Political Organization,2.0,2025-05-30 00:00:00,,,,,Bank Fees,
COLORADO WAY FORWARD,Independent Expenditure Committee,4.0,2025-05-30 00:00:00,,,,,Bank Fees,
FUND FOR COLORADOíS ENERGY FUTURE,527 Political Organization,500.0,2025-05-30 00:00:00,New Day Colorado,Fort Lupton,CO,80621,Contributions,
FUND FOR COLORADOíS ENERGY FUTURE,527 Political Organization,2500.0,2025-05-30 00:00:00,New Day Colorado,Fort Lupton,CO,80621,Contributions,
JUSTICE FOR JASON,Independent Expenditure Committee,2.0,2025-05-30 00:00:00,Firstbank,Arvada,CO,80006,Bank Fees,
KEEP COLORADO COUNTIES SAFE,Independent Expenditure Committee,2.0,2025-05-30 00:00:00,First Bank,Littleton,CO,80128,Bank Fees,Bank Fee
MONTROSE REPUBLICAN WOMEN,527 Political Organization,240.0,2025-05-30 00:00:00,Colorado Federation Of Republican Women (Cfrw),Golden,CO,80403,Other,Cfrw Memberships
NEW COLORADO PROMISE,Independent Expenditure Committee,5.0,2025-05-30 00:00:00,,,,,Bank Fees,
PLANNED PARENTHOOD VOTES COLORADO INDEPENDENT EXPENDITURE COMMITTEE,Independent Expenditure Committee,2.0,2025-05-30 00:00:00,,,,,Bank Fees,Bank Fees
RED MAJORITY COLORADO,Independent Expenditure Committee,15.0,2025-05-30 00:00:00,Jpmorgan Chase Bank,Denver,CO,80218,Bank Fees,
COLORADO HEALTH FREEDOM PAC,Independent Expenditure Committee,1.9,2025-06-01 00:00:00,,,,,Bank Fees,Fees Taken Out Of Contributions That Were Donated-Anedot
NEW DAY COLORADO FUND,527 Political Organization,30.6,2025-06-01 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
ALL TOGETHER COLORADO,Independent Expenditure Committee,6000.0,2025-06-02 00:00:00,Mountaintop Strategies,Thornton,CO,80229,Consultant & Professional Services,
COLORADO HEALTH FREEDOM PAC,Independent Expenditure Committee,0.7,2025-06-02 00:00:00,,,,,Bank Fees,Fees Taken Out Of Contributions That Were Donated-Anedot
COLORADO LABOR ACTION,Independent Expenditure Committee,737.89,2025-06-02 00:00:00,Alaska Airlines,Seattle,WA,98168,Travel & Lodging,
JUSTICE FOR JASON,Independent Expenditure Committee,150.0,2025-06-02 00:00:00,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
NEW DAY COLORADO FUND,527 Political Organization,12.0,2025-06-02 00:00:00,Firstbank North,Arvada,CO,80006,Bank Fees,
NEW DAY COLORADO FUND,527 Political Organization,1000.0,2025-06-02 00:00:00,Sws Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
NEW DAY COLORADO FUND,527 Political Organization,6606.85,2025-06-02 00:00:00,Ringside Consulting,Denver,CO,80212,Consultant & Professional Services,
NEW DAY COLORADO FUND,527 Political Organization,57.75,2025-06-02 00:00:00,Ringside Consulting,Denver,CO,80212,Consultant & Professional Services,
NEW DAY COLORADO FUND,527 Political Organization,765.57,2025-06-02 00:00:00,Ringside Consulting,Denver,CO,80212,Advertising,
NEW DAY COLORADO FUND,527 Political Organization,845.17,2025-06-02 00:00:00,Ringside Consulting,Denver,CO,80212,Fundraising Expenses,
PLANNED PARENTHOOD VOTES COLORADO INDEPENDENT EXPENDITURE COMMITTEE,Independent Expenditure Committee,5.0,2025-06-02 00:00:00,,,,,Bank Fees,Credit Card Processing Fees
4TH QUARTER IEC,Independent Expenditure Committee,17.8,2025-06-03 00:00:00,,,,,Office Equipment & Supplies,Checks
PLANNED PARENTHOOD VOTES COLORADO INDEPENDENT EXPENDITURE COMMITTEE,Independent Expenditure Committee,0.41,2025-06-03 00:00:00,,,,,Bank Fees,Credit Card Processing Fees
COLORADO LABOR ACTION,Independent Expenditure Committee,187.5,2025-06-04 00:00:00,Tierney Lawrence Stiles,Denver,CO,80203,Consultant & Professional Services,
LET COLORADO VOTE ACTION,Independent Expenditure Committee,30.0,2025-06-04 00:00:00,First Bank,Denver,CO,80231,Bank Fees,Bank Activity Charge
SENATE MAJORITY FUND,527 Political Organization,600.0,2025-06-04 00:00:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,
ALL TOGETHER COLORADO,Independent Expenditure Committee,57500.0,2025-06-05 00:00:00,Irn,Denver,CO,80201,Other,Research
COLORADO WAY FORWARD,Independent Expenditure Committee,57500.0,2025-06-05 00:00:00,Irn,Denver,CO,80201,Other,Research
ALL TOGETHER COLORADO,Independent Expenditure Committee,47.42,2025-06-06 00:00:00,D'Corazon,Denver,CO,80202,"Food, Beverages and Meals",
4TH QUARTER IEC,Independent Expenditure Committee,1000.0,2025-06-07 00:00:00,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
NEW DAY COLORADO FUND,527 Political Organization,0.5,2025-06-08 00:00:00,Anedot,New Orleans,LA,70117,Bank Fees,
PROTECT OUR VOTE,Independent Expenditure Committee,2.15,2025-06-08 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
4TH QUARTER IEC,Independent Expenditure Committee,6502.06,2025-06-09 00:00:00,Tri-Lakes Printing,Monument,CO,80132,Advertising,Support The Douglas County Home Rule Issue
ALL TOGETHER COLORADO,Independent Expenditure Committee,55.66,2025-06-09 00:00:00,Mickey'S Top Sirloin,Denver,CO,80221,"Food, Beverages and Meals",
